participant,trial,task,sentence,answer_speech,keyword_1,keyword_2,keyword_3,count_correct,prompt,answer_img,response,correctness,rt
5f4f94b31fa4ba0605c8bcae,24,speech_td_48_60,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,TD_48_60_seq_39.png,Yes,Yes,1,472.6
5f4f94b31fa4ba0605c8bcae,3,speech_td_48_60,bkbf1907,A grocer sells butter,grocer,sells,butter,2,TD_48_60_seq_40.png,Yes,Yes,1,522.1
5f4f94b31fa4ba0605c8bcae,16,speech_td_48_60,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,3,TD_48_60_seq_41.png,Yes,Yes,1,2207.2
5f4f94b31fa4ba0605c8bcae,37,speech_td_48_60,bkbf2016,The flower stands in a pot,flower,stands,pot,1,TD_48_60_seq_42.png,Yes,Yes,1,676
5f4f94b31fa4ba0605c8bcae,15,speech_td_48_60,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_48_60_seq_43.png,Yes,Yes,1,525.1
5f4f94b31fa4ba0605c8bcae,27,speech_td_48_60,bkbf2112,The cricket team's playing,cricket,teams,playing,1,TD_48_60_seq_44.png,Yes,Yes,1,827.4
5f5a1776a15e3f05e07394f7,7,speech_td_24_36,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_24_36_seq_3.png,No,No,1,510.3
5f5a1776a15e3f05e07394f7,20,speech_td_24_36,bkbf0201,The ladder's near the door,ladders,near,door,3,TD_24_36_seq_4.png,No,No,1,611.8
5f5a1776a15e3f05e07394f7,15,speech_td_24_36,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,TD_24_36_seq_5.png,No,No,1,434.3
5f5a1776a15e3f05e07394f7,11,speech_td_24_36,bkbf0206,The thin dog was hungry,thin,dog,hungry,3,TD_24_36_seq_6.png,No,No,1,548.3
5f5a1776a15e3f05e07394f7,21,speech_td_24_36,bkbf0210,The police chased the car,police,chased,car,2,TD_24_36_seq_7.png,No,No,1,605
5f5a1776a15e3f05e07394f7,19,speech_td_24_36,bkbf0213,Some sticks were under the tree,sticks,under,tree,1,TD_24_36_seq_8.png,No,No,1,633
5f5a1776a15e3f05e07394f7,27,speech_td_24_36,bkbf0216,The school finished early,school,finished,early,3,TD_24_36_seq_9.png,No,No,1,584.7
5f5a1776a15e3f05e07394f7,28,speech_td_24_36,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,3,TD_24_36_seq_10.png,No,No,1,573.6
5f5a1776a15e3f05e07394f7,33,speech_td_24_36,bkbf0411,The jam jar was full,jam,jar,full,3,TD_24_36_seq_11.png,No,No,1,546.6
5f5a1776a15e3f05e07394f7,14,speech_td_24_36,bkbf0414,The cooks making a cake,cooks,making,cake,0,TD_24_36_seq_12.png,No,No,1,438.3
5f5a1776a15e3f05e07394f7,38,speech_td_24_36,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_24_36_seq_13.png,No,No,1,515.9
5f5a1776a15e3f05e07394f7,16,speech_td_24_36,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,TD_24_36_seq_14.png,No,No,1,641.6
5f5a1776a15e3f05e07394f7,37,speech_td_24_36,bkbf0512,Somebody took the money,Somebody,took,money,2,TD_24_36_seq_15.png,No,No,1,510.8
5f5a1776a15e3f05e07394f7,29,speech_td_24_36,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_24_36_seq_16.png,No,No,1,514.7
5f5a1776a15e3f05e07394f7,26,speech_td_24_36,bkbf0615,The broom stood in the corner,broom,stood,corner,2,TD_24_36_seq_17.png,No,No,1,663.9
5f5a1776a15e3f05e07394f7,12,speech_td_24_36,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,TD_24_36_seq_18.png,No,No,1,599.8
5f5a1776a15e3f05e07394f7,39,speech_td_24_36,bkbf0803,The match boxes are empty,match,boxes,empty,3,TD_24_36_seq_19.png,No,No,1,475.7
5f5a1776a15e3f05e07394f7,23,speech_td_24_36,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,3,TD_24_36_seq_20.png,No,No,1,488
5f5a1776a15e3f05e07394f7,18,speech_td_24_36,bkbf0906,A letter fell on the mat,letter,fell,mat,0,TD_24_36_seq_21.png,No,No,1,660
5f5a1776a15e3f05e07394f7,17,speech_td_24_36,bkbf0912,The lady packed her bag,lady,packed,bag,0,TD_24_36_seq_22.png,No,No,1,656.4
5f5a1776a15e3f05e07394f7,36,speech_td_24_36,bkbf0913,The dinner plate's hot,dinner,plates,hot,3,TD_24_36_seq_25.png,Yes,Yes,1,701.4
5f5a1776a15e3f05e07394f7,31,speech_td_24_36,bkbf1008,Someones crossing the road,Someones,crossing,road,1,TD_24_36_seq_26.png,Yes,Yes,1,727.9
5f5a1776a15e3f05e07394f7,2,speech_td_24_36,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_24_36_seq_27.png,Yes,Yes,1,451.2
5f5a1776a15e3f05e07394f7,1,speech_td_24_36,bkbf1205,The taps are above the sink,taps,above,sink,0,TD_24_36_seq_28.png,Yes,No,0,731.8
5f5a1776a15e3f05e07394f7,40,speech_td_24_36,bkbf1208,The bread van's coming,bread,vans,coming,2,TD_24_36_seq_29.png,Yes,Yes,1,531.7
5f5a1776a15e3f05e07394f7,3,speech_td_24_36,bkbf1212,The children help the milkman,children,help,milkman,3,TD_24_36_seq_30.png,Yes,Yes,1,466.1
5f5a1776a15e3f05e07394f7,30,speech_td_24_36,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_24_36_seq_31.png,Yes,Yes,1,749
5f5a1776a15e3f05e07394f7,32,speech_td_24_36,bkbf1301,The fruit came in a box,fruit,came,box,2,TD_24_36_seq_32.png,Yes,Yes,1,564.4
5f5a1776a15e3f05e07394f7,13,speech_td_24_36,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,TD_24_36_seq_33.png,Yes,Yes,1,918
5f5a1776a15e3f05e07394f7,22,speech_td_24_36,bkbf1415,The grass is getting long,grass,getting,long,3,TD_24_36_seq_34.png,Yes,Yes,1,483.2
5f5a1776a15e3f05e07394f7,6,speech_td_24_36,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_24_36_seq_35.png,Yes,Yes,1,488.1
5f5a1776a15e3f05e07394f7,25,speech_td_24_36,bkbf1609,Some men shave in the morning,men,shave,morning,1,TD_24_36_seq_36.png,Yes,Yes,1,579.2
5f5a1776a15e3f05e07394f7,9,speech_td_24_36,bkbf1616,The painter used a brush,painter,used,brush,1,TD_24_36_seq_37.png,Yes,Yes,1,661.6
5f5a1776a15e3f05e07394f7,5,speech_td_24_36,bkbf1701,The apple pie's cooking,apple,pies,cooking,3,TD_24_36_seq_38.png,Yes,No,0,557.4
5f5a1776a15e3f05e07394f7,24,speech_td_24_36,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,TD_24_36_seq_39.png,Yes,Yes,1,738.2
5f5a1776a15e3f05e07394f7,35,speech_td_24_36,bkbf1907,A grocer sells butter,grocer,sells,butter,3,TD_24_36_seq_40.png,Yes,Yes,1,744.7
5f5a1776a15e3f05e07394f7,4,speech_td_24_36,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,1,TD_24_36_seq_41.png,Yes,Yes,1,451.9
5f5a1776a15e3f05e07394f7,34,speech_td_24_36,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_24_36_seq_42.png,Yes,Yes,1,418.5
5f5a1776a15e3f05e07394f7,10,speech_td_24_36,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_24_36_seq_43.png,Yes,No,0,905.1
5f5a1776a15e3f05e07394f7,8,speech_td_24_36,bkbf2112,The cricket team's playing,cricket,teams,playing,1,TD_24_36_seq_44.png,Yes,No,0,551.6
5f5fd211a0c090095ca33fe3,26,speech_td_24_36,bkbf0109,The postman shut the gate,postman,shut,gate,2,TD_24_36_seq_3.png,No,No,1,603.305
5f5fd211a0c090095ca33fe3,34,speech_td_24_36,bkbf0201,The ladder's near the door,ladders,near,door,0,TD_24_36_seq_4.png,No,No,1,506.54
5f5fd211a0c090095ca33fe3,32,speech_td_24_36,bkbf0204,The old gloves are dirty,old,gloves,dirty,1,TD_24_36_seq_5.png,No,No,1,419.035
5f5fd211a0c090095ca33fe3,1,speech_td_24_36,bkbf0206,The thin dog was hungry,thin,dog,hungry,1,TD_24_36_seq_6.png,No,Yes,0,609.525
5f5fd211a0c090095ca33fe3,24,speech_td_24_36,bkbf0210,The police chased the car,police,chased,car,3,TD_24_36_seq_7.png,No,No,1,519.075
5f5fd211a0c090095ca33fe3,11,speech_td_24_36,bkbf0213,Some sticks were under the tree,sticks,under,tree,3,TD_24_36_seq_8.png,No,timeout,0,3000.24
5f5fd211a0c090095ca33fe3,40,speech_td_24_36,bkbf0216,The school finished early,school,finished,early,3,TD_24_36_seq_9.png,No,No,1,468.515
5f5fd211a0c090095ca33fe3,6,speech_td_24_36,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,1,TD_24_36_seq_10.png,No,Yes,0,508.715
5f5fd211a0c090095ca33fe3,9,speech_td_24_36,bkbf0411,The jam jar was full,jam,jar,full,3,TD_24_36_seq_11.png,No,No,1,572.125
5f5fd211a0c090095ca33fe3,33,speech_td_24_36,bkbf0414,The cooks making a cake,cooks,making,cake,3,TD_24_36_seq_12.png,No,No,1,340.635
5f5fd211a0c090095ca33fe3,39,speech_td_24_36,bkbf0501,The bath towel was wet,bath,towel,wet,3,TD_24_36_seq_13.png,No,No,1,1270.71
5f5fd211a0c090095ca33fe3,2,speech_td_24_36,bkbf0502,The matches lie on the shelf,matches,lie,shelf,1,TD_24_36_seq_14.png,No,No,1,1374.6
5f5fd211a0c090095ca33fe3,20,speech_td_24_36,bkbf0512,Somebody took the money,Somebody,took,money,3,TD_24_36_seq_15.png,No,No,1,330.225
5f5fd211a0c090095ca33fe3,18,speech_td_24_36,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_24_36_seq_16.png,No,No,1,353.275
5f5fd211a0c090095ca33fe3,5,speech_td_24_36,bkbf0615,The broom stood in the corner,broom,stood,corner,2,TD_24_36_seq_17.png,No,No,1,2893.74
5f5fd211a0c090095ca33fe3,21,speech_td_24_36,bkbf0714,The orange was quite sweet,orange,quite,sweet,0,TD_24_36_seq_18.png,No,No,1,1213.47
5f5fd211a0c090095ca33fe3,25,speech_td_24_36,bkbf0803,The match boxes are empty,match,boxes,empty,2,TD_24_36_seq_19.png,No,Yes,0,570.785
5f5fd211a0c090095ca33fe3,4,speech_td_24_36,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_24_36_seq_20.png,No,No,1,526.49
5f5fd211a0c090095ca33fe3,28,speech_td_24_36,bkbf0906,A letter fell on the mat,letter,fell,mat,0,TD_24_36_seq_21.png,No,No,1,347.935
5f5fd211a0c090095ca33fe3,36,speech_td_24_36,bkbf0912,The lady packed her bag,lady,packed,bag,1,TD_24_36_seq_22.png,No,No,1,545.26
5f5fd211a0c090095ca33fe3,12,speech_td_24_36,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,TD_24_36_seq_25.png,Yes,timeout,0,3000.24
5f5fd211a0c090095ca33fe3,35,speech_td_24_36,bkbf1008,Someones crossing the road,Someones,crossing,road,3,TD_24_36_seq_26.png,Yes,Yes,1,405.15
5f5fd211a0c090095ca33fe3,27,speech_td_24_36,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_24_36_seq_27.png,Yes,Yes,1,298.845
5f5fd211a0c090095ca33fe3,19,speech_td_24_36,bkbf1205,The taps are above the sink,taps,above,sink,3,TD_24_36_seq_28.png,Yes,No,0,452.175
5f5fd211a0c090095ca33fe3,22,speech_td_24_36,bkbf1208,The bread van's coming,bread,vans,coming,1,TD_24_36_seq_29.png,Yes,No,0,589.87
5f5fd211a0c090095ca33fe3,14,speech_td_24_36,bkbf1212,The children help the milkman,children,help,milkman,2,TD_24_36_seq_30.png,Yes,No,0,1521.45
5f5fd211a0c090095ca33fe3,3,speech_td_24_36,bkbf1215,The boy had a toy dragon,boy,toy,dragon,1,TD_24_36_seq_31.png,Yes,Yes,1,1134.205
5f5fd211a0c090095ca33fe3,10,speech_td_24_36,bkbf1301,The fruit came in a box,fruit,came,box,0,TD_24_36_seq_32.png,Yes,Yes,1,440.175
5f5fd211a0c090095ca33fe3,31,speech_td_24_36,bkbf1408,The kitchen window was clean,kitchen,window,clean,0,TD_24_36_seq_33.png,Yes,No,0,618.625
5f5fd211a0c090095ca33fe3,15,speech_td_24_36,bkbf1415,The grass is getting long,grass,getting,long,3,TD_24_36_seq_34.png,Yes,Yes,1,478.63
5f5fd211a0c090095ca33fe3,16,speech_td_24_36,bkbf1516,The puppy plays with a ball,puppy,plays,ball,3,TD_24_36_seq_35.png,Yes,No,0,314.31
5f5fd211a0c090095ca33fe3,37,speech_td_24_36,bkbf1609,Some men shave in the morning,men,shave,morning,1,TD_24_36_seq_36.png,Yes,No,0,2151.955
5f5fd211a0c090095ca33fe3,29,speech_td_24_36,bkbf1616,The painter used a brush,painter,used,brush,2,TD_24_36_seq_37.png,Yes,No,0,1167.735
5f5fd211a0c090095ca33fe3,17,speech_td_24_36,bkbf1701,The apple pie's cooking,apple,pies,cooking,0,TD_24_36_seq_38.png,Yes,No,0,431.425
5f5fd211a0c090095ca33fe3,13,speech_td_24_36,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,0,TD_24_36_seq_39.png,Yes,No,0,487.02
5f5fd211a0c090095ca33fe3,7,speech_td_24_36,bkbf1907,A grocer sells butter,grocer,sells,butter,0,TD_24_36_seq_40.png,Yes,Yes,1,533.94
5f5fd211a0c090095ca33fe3,30,speech_td_24_36,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_24_36_seq_41.png,Yes,Yes,1,468.02
5f5fd211a0c090095ca33fe3,38,speech_td_24_36,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_24_36_seq_42.png,Yes,Yes,1,330.87
5f5fd211a0c090095ca33fe3,8,speech_td_24_36,bkbf2110,The egg cups are on the table,egg,cups,table,1,TD_24_36_seq_43.png,Yes,Yes,1,370.21
5f5fd211a0c090095ca33fe3,23,speech_td_24_36,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_24_36_seq_44.png,Yes,Yes,1,1160.635
5f76f50e1dec7f1a73621afb,11,speech_td_24_36,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_24_36_seq_3.png,No,No,1,200.4000001
5f76f50e1dec7f1a73621afb,5,speech_td_24_36,bkbf0201,The ladder's near the door,ladders,near,door,0,TD_24_36_seq_4.png,No,No,1,230.5
5f76f50e1dec7f1a73621afb,20,speech_td_24_36,bkbf0204,The old gloves are dirty,old,gloves,dirty,1,TD_24_36_seq_5.png,No,Yes,0,421.9000001
5f76f50e1dec7f1a73621afb,30,speech_td_24_36,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,TD_24_36_seq_6.png,No,Yes,0,458.5999999
5f76f50e1dec7f1a73621afb,40,speech_td_24_36,bkbf0210,The police chased the car,police,chased,car,0,TD_24_36_seq_7.png,No,No,1,717.0999999
5f76f50e1dec7f1a73621afb,3,speech_td_24_36,bkbf0213,Some sticks were under the tree,sticks,under,tree,2,TD_24_36_seq_8.png,No,No,1,217.8
5f76f50e1dec7f1a73621afb,34,speech_td_24_36,bkbf0216,The school finished early,school,finished,early,3,TD_24_36_seq_9.png,No,No,1,90.5999999
5f76f50e1dec7f1a73621afb,28,speech_td_24_36,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,0,TD_24_36_seq_10.png,No,No,1,256.8000002
5f76f50e1dec7f1a73621afb,35,speech_td_24_36,bkbf0411,The jam jar was full,jam,jar,full,3,TD_24_36_seq_11.png,No,Yes,0,65.39999986
5f76f50e1dec7f1a73621afb,17,speech_td_24_36,bkbf0414,The cooks making a cake,cooks,making,cake,3,TD_24_36_seq_12.png,No,Yes,0,248.5
5f76f50e1dec7f1a73621afb,33,speech_td_24_36,bkbf0501,The bath towel was wet,bath,towel,wet,0,TD_24_36_seq_13.png,No,Yes,0,253.5
5f76f50e1dec7f1a73621afb,25,speech_td_24_36,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,TD_24_36_seq_14.png,No,Yes,0,400.3999999
5f76f50e1dec7f1a73621afb,36,speech_td_24_36,bkbf0512,Somebody took the money,Somebody,took,money,2,TD_24_36_seq_15.png,No,timeout,0,2999.865
5f76f50e1dec7f1a73621afb,27,speech_td_24_36,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_24_36_seq_16.png,No,Yes,0,86.5
5f76f50e1dec7f1a73621afb,14,speech_td_24_36,bkbf0615,The broom stood in the corner,broom,stood,corner,3,TD_24_36_seq_17.png,No,No,1,301.4000001
5f76f50e1dec7f1a73621afb,38,speech_td_24_36,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,TD_24_36_seq_18.png,No,Yes,0,260.8000002
5f76f50e1dec7f1a73621afb,19,speech_td_24_36,bkbf0803,The match boxes are empty,match,boxes,empty,2,TD_24_36_seq_19.png,No,Yes,0,413.5
5f76f50e1dec7f1a73621afb,10,speech_td_24_36,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_24_36_seq_20.png,No,Yes,0,371.8999999
5f76f50e1dec7f1a73621afb,6,speech_td_24_36,bkbf0906,A letter fell on the mat,letter,fell,mat,1,TD_24_36_seq_21.png,No,Yes,0,282.5
5f76f50e1dec7f1a73621afb,32,speech_td_24_36,bkbf0912,The lady packed her bag,lady,packed,bag,1,TD_24_36_seq_22.png,No,Yes,0,272.7
5f76f50e1dec7f1a73621afb,7,speech_td_24_36,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,TD_24_36_seq_25.png,Yes,No,0,245.9000001
5f76f50e1dec7f1a73621afb,13,speech_td_24_36,bkbf1008,Someones crossing the road,Someones,crossing,road,2,TD_24_36_seq_26.png,Yes,Yes,1,112.0999999
5f76f50e1dec7f1a73621afb,16,speech_td_24_36,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_24_36_seq_27.png,Yes,Yes,1,291.3
5f76f50e1dec7f1a73621afb,21,speech_td_24_36,bkbf1205,The taps are above the sink,taps,above,sink,0,TD_24_36_seq_28.png,Yes,Yes,1,791.0999999
5f76f50e1dec7f1a73621afb,37,speech_td_24_36,bkbf1208,The bread van's coming,bread,vans,coming,2,TD_24_36_seq_29.png,Yes,Yes,1,240.4000001
5f76f50e1dec7f1a73621afb,39,speech_td_24_36,bkbf1212,The children help the milkman,children,help,milkman,3,TD_24_36_seq_30.png,Yes,Yes,1,374.9000001
5f76f50e1dec7f1a73621afb,2,speech_td_24_36,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_24_36_seq_31.png,Yes,Yes,1,258.4000001
5f76f50e1dec7f1a73621afb,31,speech_td_24_36,bkbf1301,The fruit came in a box,fruit,came,box,1,TD_24_36_seq_32.png,Yes,No,0,216.2
5f76f50e1dec7f1a73621afb,23,speech_td_24_36,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,TD_24_36_seq_33.png,Yes,Yes,1,2294.7
5f76f50e1dec7f1a73621afb,24,speech_td_24_36,bkbf1415,The grass is getting long,grass,getting,long,1,TD_24_36_seq_34.png,Yes,Yes,1,54.29999995
5f76f50e1dec7f1a73621afb,18,speech_td_24_36,bkbf1516,The puppy plays with a ball,puppy,plays,ball,0,TD_24_36_seq_35.png,Yes,Yes,1,673
5f76f50e1dec7f1a73621afb,9,speech_td_24_36,bkbf1609,Some men shave in the morning,men,shave,morning,0,TD_24_36_seq_36.png,Yes,Yes,1,924.0999999
5f76f50e1dec7f1a73621afb,12,speech_td_24_36,bkbf1616,The painter used a brush,painter,used,brush,2,TD_24_36_seq_37.png,Yes,Yes,1,314.2
5f76f50e1dec7f1a73621afb,26,speech_td_24_36,bkbf1701,The apple pie's cooking,apple,pies,cooking,1,TD_24_36_seq_38.png,Yes,No,0,242
5f76f50e1dec7f1a73621afb,4,speech_td_24_36,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,2,TD_24_36_seq_39.png,Yes,Yes,1,328.3
5f76f50e1dec7f1a73621afb,1,speech_td_24_36,bkbf1907,A grocer sells butter,grocer,sells,butter,1,TD_24_36_seq_40.png,Yes,No,0,1354
5f76f50e1dec7f1a73621afb,8,speech_td_24_36,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_24_36_seq_41.png,Yes,Yes,1,253.9000001
5f76f50e1dec7f1a73621afb,15,speech_td_24_36,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_24_36_seq_42.png,Yes,Yes,1,326.5
5f76f50e1dec7f1a73621afb,22,speech_td_24_36,bkbf2110,The egg cups are on the table,egg,cups,table,1,TD_24_36_seq_43.png,Yes,Yes,1,1796.2
5f76f50e1dec7f1a73621afb,29,speech_td_24_36,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_24_36_seq_44.png,Yes,Yes,1,50.10000014
5faf2e3581c5f01b7f144ffd,36,speech_td_0_12,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_0_12_seq_3.png,No,Yes,0,659.9
5faf2e3581c5f01b7f144ffd,16,speech_td_0_12,bkbf0201,The ladder's near the door,ladders,near,door,3,TD_0_12_seq_4.png,No,No,1,627.2
5faf2e3581c5f01b7f144ffd,19,speech_td_0_12,bkbf0204,The old gloves are dirty,old,gloves,dirty,2,TD_0_12_seq_5.png,No,No,1,1362.3
5faf2e3581c5f01b7f144ffd,8,speech_td_0_12,bkbf0206,The thin dog was hungry,thin,dog,hungry,0,TD_0_12_seq_6.png,No,No,1,858.6
5faf2e3581c5f01b7f144ffd,35,speech_td_0_12,bkbf0210,The police chased the car,police,chased,car,1,TD_0_12_seq_7.png,No,No,1,1223.9
5faf2e3581c5f01b7f144ffd,26,speech_td_0_12,bkbf0213,Some sticks were under the tree,sticks,under,tree,2,TD_0_12_seq_8.png,No,No,1,1023.4
5faf2e3581c5f01b7f144ffd,37,speech_td_0_12,bkbf0216,The school finished early,school,finished,early,1,TD_0_12_seq_9.png,No,No,1,1009.9
5faf2e3581c5f01b7f144ffd,5,speech_td_0_12,bkbf0310,The man cleaned his shoes,man,cleaned,shoes,1,TD_0_12_seq_10.png,No,Yes,0,1237.3
5faf2e3581c5f01b7f144ffd,13,speech_td_0_12,bkbf0411,The jam jar was full,jam,jar,full,3,TD_0_12_seq_11.png,No,Yes,0,1649
5faf2e3581c5f01b7f144ffd,9,speech_td_0_12,bkbf0414,The cooks making a cake,cooks,making,cake,2,TD_0_12_seq_12.png,No,No,1,742.1
5faf2e3581c5f01b7f144ffd,24,speech_td_0_12,bkbf0501,The bath towel was wet,bath,towel,wet,1,TD_0_12_seq_13.png,No,Yes,0,1173.5
5faf2e3581c5f01b7f144ffd,22,speech_td_0_12,bkbf0502,The matches lie on the shelf,matches,lie,shelf,3,TD_0_12_seq_14.png,No,No,1,1414.3
5faf2e3581c5f01b7f144ffd,1,speech_td_0_12,bkbf0512,Somebody took the money,Somebody,took,money,2,TD_0_12_seq_15.png,No,No,1,1678.7
5faf2e3581c5f01b7f144ffd,34,speech_td_0_12,bkbf0602,The mother stirs the tea,mother,stirs,tea,0,TD_0_12_seq_16.png,No,timeout,0,2999.88
5faf2e3581c5f01b7f144ffd,25,speech_td_0_12,bkbf0615,The broom stood in the corner,broom,stood,corner,0,TD_0_12_seq_17.png,No,No,1,1276.8
5faf2e3581c5f01b7f144ffd,17,speech_td_0_12,bkbf0714,The orange was quite sweet,orange,quite,sweet,3,TD_0_12_seq_18.png,No,Yes,0,808
5faf2e3581c5f01b7f144ffd,40,speech_td_0_12,bkbf0803,The match boxes are empty,match,boxes,empty,3,TD_0_12_seq_19.png,No,Yes,0,331
5faf2e3581c5f01b7f144ffd,31,speech_td_0_12,bkbf0812,The bus stopped suddenly,bus,stopped,suddenly,2,TD_0_12_seq_20.png,No,Yes,0,525.5
5faf2e3581c5f01b7f144ffd,10,speech_td_0_12,bkbf0906,A letter fell on the mat,letter,fell,mat,1,TD_0_12_seq_21.png,No,No,1,928.6
5faf2e3581c5f01b7f144ffd,21,speech_td_0_12,bkbf0912,The lady packed her bag,lady,packed,bag,3,TD_0_12_seq_22.png,No,Yes,0,862.6
5faf2e3581c5f01b7f144ffd,33,speech_td_0_12,bkbf0913,The dinner plate's hot,dinner,plates,hot,0,TD_0_12_seq_25.png,Yes,Yes,1,1781.6
5faf2e3581c5f01b7f144ffd,27,speech_td_0_12,bkbf1008,Someones crossing the road,Someones,crossing,road,1,TD_0_12_seq_26.png,Yes,Yes,1,1332.8
5faf2e3581c5f01b7f144ffd,2,speech_td_0_12,bkbf1203,The front garden was pretty,front,garden,pretty,3,TD_0_12_seq_27.png,Yes,Yes,1,658.7
5faf2e3581c5f01b7f144ffd,28,speech_td_0_12,bkbf1205,The taps are above the sink,taps,above,sink,0,TD_0_12_seq_28.png,Yes,Yes,1,987.7
5faf2e3581c5f01b7f144ffd,20,speech_td_0_12,bkbf1208,The bread van's coming,bread,vans,coming,3,TD_0_12_seq_29.png,Yes,Yes,1,466.7
5faf2e3581c5f01b7f144ffd,38,speech_td_0_12,bkbf1212,The children help the milkman,children,help,milkman,2,TD_0_12_seq_30.png,Yes,No,0,1684.3
5faf2e3581c5f01b7f144ffd,6,speech_td_0_12,bkbf1215,The boy had a toy dragon,boy,toy,dragon,3,TD_0_12_seq_31.png,Yes,Yes,1,724.2
5faf2e3581c5f01b7f144ffd,11,speech_td_0_12,bkbf1301,The fruit came in a box,fruit,came,box,0,TD_0_12_seq_32.png,Yes,Yes,1,975.4
5faf2e3581c5f01b7f144ffd,32,speech_td_0_12,bkbf1408,The kitchen window was clean,kitchen,window,clean,3,TD_0_12_seq_33.png,Yes,Yes,1,943.1
5faf2e3581c5f01b7f144ffd,29,speech_td_0_12,bkbf1415,The grass is getting long,grass,getting,long,3,TD_0_12_seq_34.png,Yes,Yes,1,701.2
5faf2e3581c5f01b7f144ffd,7,speech_td_0_12,bkbf1516,The puppy plays with a ball,puppy,plays,ball,1,TD_0_12_seq_35.png,Yes,No,0,1065.7
5faf2e3581c5f01b7f144ffd,3,speech_td_0_12,bkbf1609,Some men shave in the morning,men,shave,morning,0,TD_0_12_seq_36.png,Yes,No,0,1347.3
5faf2e3581c5f01b7f144ffd,4,speech_td_0_12,bkbf1616,The painter used a brush,painter,used,brush,1,TD_0_12_seq_37.png,Yes,Yes,1,669.6
5faf2e3581c5f01b7f144ffd,30,speech_td_0_12,bkbf1701,The apple pie's cooking,apple,pies,cooking,2,TD_0_12_seq_38.png,Yes,Yes,1,1206.7
5faf2e3581c5f01b7f144ffd,39,speech_td_0_12,bkbf1906,The cleaner swept the floor,cleaner,swept,floor,3,TD_0_12_seq_39.png,Yes,Yes,1,555.2
5faf2e3581c5f01b7f144ffd,23,speech_td_0_12,bkbf1907,A grocer sells butter,grocer,sells,butter,1,TD_0_12_seq_40.png,Yes,Yes,1,1403.9
5faf2e3581c5f01b7f144ffd,15,speech_td_0_12,bkbf2012,The raincoat's hanging up,raincoats,hanging,up,0,TD_0_12_seq_41.png,Yes,Yes,1,751.3
5faf2e3581c5f01b7f144ffd,12,speech_td_0_12,bkbf2016,The flower stands in a pot,flower,stands,pot,0,TD_0_12_seq_42.png,Yes,No,0,1256.4
5faf2e3581c5f01b7f144ffd,14,speech_td_0_12,bkbf2110,The egg cups are on the table,egg,cups,table,3,TD_0_12_seq_43.png,Yes,Yes,1,554.8
5faf2e3581c5f01b7f144ffd,18,speech_td_0_12,bkbf2112,The cricket team's playing,cricket,teams,playing,0,TD_0_12_seq_44.png,Yes,Yes,1,868.3
5fb5533cc0059b0008369840,30,speech_td_48_60,bkbf0109,The postman shut the gate,postman,shut,gate,3,TD_48_60_seq_3.png,No,No,1,726.8
